SMILES,name,kv_0C_cSt,kv_10C_cSt,kv_20C_cSt,kv_30C_cSt,kv_40C_cSt,kv_50C_cSt,kv_60C_cSt,kv_70C_cSt,kv_80C_cSt,kv_90C_cSt,kv_100C_cSt
CC(C)(C)[C@H]1CC[C@@](C)(O)CC1,"cis-4-(1,1-dimethylethyl)-1-methyl-cyclohexanol",62.153,41.318,27.893,19.513,14.084,10.449,7.943,6.171,4.888,3.94,3.207
C=COCCCCCCCCC,nonyl vinyl ether,2.523,2.079,1.736,1.476,1.273,1.111,0.98,0.873,0.783,0.708,0.643
C=CCOCCCCCCCC,allyl octyl ether,2.481,2.046,1.71,1.455,1.255,1.096,0.968,0.862,0.774,0.7,0.635
CCC(C)(C)OC1CCCCC1,tert-pentyl cyclohexyl ether,11.356,8.68,6.709,5.291,4.248,3.467,2.871,2.408,2.044,1.754,1.516
CCCCC(CC)CCC(C)=O,5-ethyl-2-nonanone,4.249,3.4,2.756,2.276,1.911,1.626,1.401,1.221,1.074,0.952,0.849
CCCCC(=O)C(C)CCCC,6-methyl-5-decanone,3.561,2.883,2.362,1.968,1.664,1.426,1.236,1.082,0.956,0.852,0.763
CCCCCCCCCCC=O,undecanal,4.273,3.456,2.836,2.372,2.016,1.736,1.513,1.332,1.184,1.06,0.953
CC1CC(O)CC(C(C)(C)C)C1,"cis-1-(1,1-dimethylethyl)-3-hydroxy-5-methylcyclohexane",40.939,28.975,20.7,15.156,11.345,8.666,6.742,5.334,4.285,3.491,2.866
CC(C)(C)[C@H]1CC[C@](C)(O)CC1,"cyclohexanol, 4-(1,1-dimethylethyl)-1-methyl-, trans-",55.465,37.054,25.198,17.781,12.952,9.698,7.438,5.827,4.65,3.773,3.091
C/C=C(/OC(CC)CC)C(C)C,(E)-3-(1-ethylpropoxy)-4-methyl-2-pentene,2.8,2.277,1.869,1.558,1.316,1.126,0.974,0.851,0.751,0.669,0.599
CC(C)CCCC(C)CCC=O,"4,8-dimethylnonanal",5.156,4.108,3.303,2.699,2.238,1.881,1.599,1.375,1.195,1.048,0.924
C/C=C(\OC(CC)CC)C(C)C,(Z)-3-(1-ethylpropoxy)-4-methyl-2-pentene,2.8,2.277,1.869,1.558,1.316,1.126,0.974,0.851,0.751,0.669,0.599
CC(C)(C)C1CCC(CO)CC1,"1-(1,1-dimethylethyl)-4-hydroxymethylcyclohexane",62.079,43.358,30.562,22.097,16.348,12.35,9.508,7.448,5.927,4.786,3.894
CC(C)CCC1(O)CCCCC1,1-(3-methylbutyl)cyclohexanol,35.708,26.038,19.166,14.423,11.074,8.659,6.884,5.556,4.547,3.77,3.148
CCCCC1(O)CCCCC1C,1-butyl-2-methylcyclohexanol,18.301,13.897,10.659,8.34,6.643,5.378,4.417,3.677,3.099,2.64,2.264
CCCCC1(O)CCCC(C)C1,1-butyl-3-methylcyclohexanol,20.395,15.416,11.775,9.18,7.289,5.883,4.821,4.004,3.366,2.862,2.45
CCCCC1(O)CCC(C)CC1,1-butyl-4-methylcyclohexanol,17.831,13.564,10.421,8.165,6.512,5.278,4.34,3.616,3.05,2.6,2.232
CCCCCC1(O)CCCCC1,1-pentylcyclohexanol,20.203,15.319,11.736,9.173,7.301,5.906,4.849,4.034,3.398,2.894,2.481
CC(C)(C)CC(=O)CC(C)(C)C,"2,2,6,6-tetramethyl-4-heptanone",6.762,5.326,4.238,3.432,2.824,2.357,1.992,1.704,1.473,1.286,1.13
CCCCCCC(=O)C(C)(C)C,"2,2-dimethyl-3-nonanone",7.684,5.993,4.72,3.786,3.086,2.553,2.14,1.816,1.559,1.351,1.179
CCCCCC(=O)CC(C)(C)C,"2,2-dimethyl-4-nonanone",6.633,5.211,4.132,3.333,2.731,2.269,1.911,1.628,1.402,1.22,1.068
CCCCCCC(=O)CCCC,5-undecanone,3.129,2.506,2.055,1.731,1.49,1.304,1.158,1.039,0.941,0.858,0.786
CC(C)CCC(=O)CCC(C)C,"2,8-dimethyl-5-nonanone",4.036,3.227,2.616,2.163,1.818,1.55,1.338,1.168,1.029,0.914,0.816
CCCCCC(=O)CCC(C)C,2-methyl-5-decanone,4.519,3.622,2.94,2.431,2.043,1.74,1.501,1.308,1.151,1.022,0.911
C=CCOC(C)CCCCCC,2-propenyl 1-methylheptyl ether,3.489,2.807,2.28,1.881,1.575,1.336,1.146,0.995,0.871,0.77,0.685
CCCCCCCCCC(C)=O,2-undecanone,3.975,3.129,2.513,2.07,1.742,1.492,1.296,1.141,1.015,0.911,0.822
CCC(OC(CC)CC)=C(C)C,3-(1-ethylpropoxy)-2-methyl-2-pentene,2.984,2.427,1.992,1.66,1.403,1.2,1.038,0.908,0.801,0.713,0.639
C=CC(CC)C(O)CCCCC,3-ethyl-1-nonen-4-ol,49.019,32.301,21.46,14.693,10.336,7.451,5.493,4.132,3.167,2.468,1.94
CCCCCCCC(C)C(C)=O,3-methyl-2-decanone,4.943,3.943,3.187,2.626,2.199,1.869,1.608,1.398,1.228,1.088,0.969
CCCCCC(CCC)C(C)=O,3-propyl-2-octanone,4.94,3.941,3.185,2.624,2.197,1.866,1.605,1.396,1.226,1.085,0.967
CCCCCCCCC(=O)CC,3-undecanone,3.326,2.628,2.13,1.779,1.52,1.324,1.17,1.047,0.945,0.861,0.788
CCCC(C)C(=O)C(C)CCC,"4,6-dimethyl-5-nonanone",3.386,2.743,2.25,1.878,1.591,1.367,1.187,1.042,0.922,0.823,0.739
CC(=O)CC(C)CCCC(C)C,"4,8-dimethyl-2-nonanone",3.604,2.91,2.38,1.981,1.674,1.434,1.243,1.089,0.962,0.857,0.768
CCC(C)(C)C(C)(C)CC(C)=O,"2-heptanone, 4,4,5,5-tetramethyl-",7.907,6.182,4.875,3.91,3.185,2.631,2.202,1.866,1.598,1.383,1.205
CCC(CC)(CC(C)C)C(C)C,"hexane, 3,3-diethyl-2,5-dimethyl-",2.928,2.386,1.978,1.675,1.443,1.261,1.114,0.994,0.894,0.81,0.737
CCC(C)C(CC)(CC)C(C)C,"hexane, 3,3-diethyl-2,4-dimethyl-",3.282,2.663,2.197,1.852,1.588,1.381,1.215,1.08,0.968,0.874,0.792
CCCC(CC)(CC)C(C)(C)C,"hexane, 3,3-diethyl-2,2-dimethyl-",5.925,4.747,3.832,3.139,2.607,2.192,1.866,1.606,1.396,1.225,1.082
CCC(CC)C(CC)(CC)CC,"hexane, 3,3,4-triethyl-",3.245,2.638,2.181,1.841,1.581,1.377,1.213,1.079,0.968,0.874,0.794
CCC(C)(C)C(C(C)C)C(C)C,"hexane, 2,4,4-trimethyl-3-(1-methylethyl)-",2.566,2.1,1.747,1.483,1.279,1.119,0.99,0.883,0.795,0.72,0.655
CC(C)CC(C)(C(C)C)C(C)C,"hexane, 2,3,5-trimethyl-3-(1-methylethyl)-",2.645,2.16,1.795,1.522,1.312,1.147,1.014,0.905,0.814,0.738,0.671
CCC(C)C(C)(C(C)C)C(C)C,"hexane, 2,3,4-trimethyl-3-(1-methylethyl)-",2.904,2.361,1.952,1.647,1.413,1.23,1.083,0.963,0.863,0.78,0.707
CC(C)C(CC(C)(C)C)C(C)C,"hexane, 2,2,5-trimethyl-4-(1-methylethyl)-",2.22,1.833,1.539,1.316,1.144,1.007,0.895,0.804,0.726,0.661,0.604
CC(C)C(C)(C)C(C)C(C)(C)C,"hexane, 2,2,3,4,4,5-hexamethyl-",2.958,2.424,2.018,1.713,1.477,1.291,1.141,1.018,0.915,0.829,0.753
CC(C)C(C)C(C)(C)C(C)(C)C,"hexane, 2,2,3,3,4,5-hexamethyl-",3.129,2.559,2.127,1.803,1.554,1.357,1.199,1.069,0.961,0.869,0.79
CCC(C)(C)C(C)(C)C(C)(C)C,"hexane, 2,2,3,3,4,4-hexamethyl-",6.244,4.996,4.033,3.306,2.749,2.316,1.975,1.703,1.483,1.303,1.153
CC(C)C(C)(C)C(C)(C)C(C)C,"2,3,3,4,4,5-hexamethylhexane",3.415,2.778,2.297,1.939,1.665,1.449,1.276,1.135,1.017,0.919,0.833
CCCCCC(C)CCCCC,"undecane, 6-methyl-",2.822,2.289,1.891,1.599,1.376,1.202,1.062,0.948,0.853,0.773,0.704
CCCCCCCC(C)CCC,4-methylundecane,2.704,2.176,1.79,1.51,1.3,1.137,1.008,0.902,0.815,0.741,0.676
CCCCCCCCC(C)CC,3-methylundecane,2.748,2.231,1.846,1.561,1.344,1.174,1.038,0.928,0.836,0.759,0.692
CCCCCCCC[C@H](C)CC,"undecane, 3-methyl-, (S)-",2.581,2.103,1.744,1.478,1.274,1.113,0.985,0.879,0.791,0.717,0.653
CC(C)CC(CC(C)C)C(C)C,"heptane, 2,6-dimethyl-4-(1-methylethyl)-",2.008,1.658,1.392,1.193,1.038,0.916,0.816,0.734,0.665,0.606,0.554
CCCCC(C)(C(C)C)C(C)C,"heptane, 2,3-dimethyl-3-(1-methylethyl)-",3.084,2.506,2.072,1.751,1.505,1.312,1.158,1.031,0.926,0.838,0.761
CC(C)C(C(C)(C)C)C(C)(C)C,"3-isopropyl-2,2,4,4-tetramethylpentane",2.711,2.234,1.869,1.594,1.38,1.21,1.072,0.959,0.864,0.784,0.715
CCCC(CCC)CCC(C)C,2-methyl-5-propyloctane,2.368,1.938,1.615,1.374,1.19,1.044,0.927,0.83,0.75,0.681,0.622
CCC(C)(C)C(C)C(C)C(C)C,"2,3,4,5,5-pentamethylheptane",2.566,2.1,1.747,1.483,1.279,1.119,0.99,0.883,0.795,0.72,0.655
CC(C)C(C)CC(C)(C)C(C)C,"2,3,3,5,6-pentamethylheptane",2.422,1.989,1.661,1.415,1.225,1.074,0.953,0.853,0.769,0.698,0.637
CCCCCC(C(C)C)C(C)C,2-methyl-3-(1-methylethyl)octane,2.29,1.874,1.561,1.328,1.149,1.008,0.894,0.8,0.722,0.656,0.599
CC(C)CCCC(C)CC(C)C,"2,6,8-trimethylnonane",2.015,1.66,1.392,1.192,1.037,0.914,0.815,0.732,0.663,0.605,0.553
CCCCCCC(C)CCCC,5-methylundecane,2.595,2.138,1.785,1.517,1.309,1.143,1.009,0.9,0.809,0.732,0.666
CCCCC(CC(C)C)C(C)C,2-methyl-4-(1-methylethyl)octane,2.155,1.77,1.48,1.263,1.095,0.963,0.856,0.768,0.694,0.632,0.577
CCCC(C)(C)CCCC(C)C,"2,6,6-trimethylnonane",2.598,2.131,1.779,1.516,1.314,1.155,1.026,0.92,0.831,0.756,0.69
CCCCC(C(C)C)C(C)CC,3-methyl-4-(1-methylethyl)octane,2.303,1.887,1.573,1.339,1.158,1.016,0.9,0.806,0.727,0.66,0.602
CC(C)CCCCC(C)C(C)C,"nonane, 2,3,8-trimethyl-",2.14,1.757,1.468,1.253,1.087,0.956,0.85,0.763,0.69,0.628,0.574
CC(C)CCCCCC(C)(C)C,"nonane, 2,2,8-trimethyl-",2.443,2.01,1.684,1.439,1.25,1.101,0.98,0.88,0.796,0.725,0.663
CCC(C)CCCCCC(C)C,"decane, 2,8-dimethyl-",2.239,1.831,1.525,1.298,1.124,0.987,0.876,0.785,0.709,0.645,0.589
CCC(C)CCCC(C)(C)CC,"nonane, 3,3,7-trimethyl-",2.585,2.124,1.774,1.513,1.312,1.152,1.024,0.918,0.829,0.754,0.688
CCC(C)(C)CCCCC(C)C,"nonane, 2,7,7-trimethyl-",2.574,2.11,1.762,1.502,1.302,1.144,1.017,0.912,0.824,0.75,0.685
CCC(C)C(C)CCCC(C)C,"nonane, 2,6,7-trimethyl-",2.155,1.77,1.48,1.263,1.095,0.963,0.856,0.768,0.694,0.632,0.577
CCC(C)CC(C)CCC(C)C,"nonane, 2,5,7-trimethyl-",2.026,1.672,1.403,1.201,1.045,0.921,0.82,0.737,0.667,0.608,0.556
CCC(C)CCC(C)CC(C)C,"nonane, 2,4,7-trimethyl-",2.026,1.672,1.403,1.201,1.045,0.921,0.82,0.737,0.667,0.608,0.556
CCC(C)CCCC(C)C(C)C,"nonane, 2,3,7-trimethyl-",2.155,1.77,1.48,1.263,1.095,0.963,0.856,0.768,0.694,0.632,0.577
CCC(C)CCCCC(C)(C)C,"nonane, 2,2,7-trimethyl-",2.444,2.014,1.687,1.443,1.254,1.104,0.983,0.883,0.799,0.727,0.665
CCCC(C)CCC(C)CCC,"decane, 4,7-dimethyl-",2.345,1.92,1.6,1.361,1.178,1.034,0.918,0.822,0.743,0.675,0.616
CCCC(CCC(C)C)C(C)C,2-methyl-5-(1-methylethyl)octane,2.155,1.77,1.48,1.263,1.095,0.963,0.856,0.768,0.694,0.632,0.577
CCCC(C)CCCCC(C)C,"decane, 2,7-dimethyl-",2.239,1.831,1.525,1.298,1.124,0.987,0.876,0.785,0.709,0.645,0.589
CCC(C)CCC(C)C(C)CC,"3,4,7-trimethylnonane",2.167,1.783,1.491,1.273,1.104,0.97,0.862,0.773,0.698,0.635,0.58
CCC(C)(C)CCC(C)(C)CC,"3,3,6,6-tetramethyloctane",3.297,2.639,2.157,1.809,1.547,1.345,1.185,1.056,0.95,0.862,0.787
CCC(C)CC(C(C)C)C(C)C,"heptane, 2,5-dimethyl-3-(1-methylethyl)-",2.082,1.719,1.442,1.233,1.072,0.943,0.839,0.753,0.681,0.619,0.566
CCCC(C)(CC(C)C)C(C)C,"heptane, 2,4-dimethyl-4-(1-methylethyl)-",2.766,2.26,1.88,1.596,1.378,1.207,1.069,0.955,0.861,0.781,0.711
CCCC(C)C(C(C)C)C(C)C,"heptane, 2,4-dimethyl-3-(1-methylethyl)-",2.213,1.818,1.519,1.295,1.122,0.986,0.875,0.784,0.708,0.643,0.587
CCCC(C(C)C)C(C)C(C)C,"heptane, 2,3-dimethyl-4-(1-methylethyl)-",2.213,1.818,1.519,1.295,1.122,0.986,0.875,0.784,0.708,0.643,0.587
CCCC(CC(C)(C)C)C(C)C,"heptane, 2,2-dimethyl-4-(1-methylethyl)-",2.404,1.983,1.662,1.422,1.235,1.087,0.967,0.868,0.785,0.715,0.653
CCCCC(C(C)C)C(C)(C)C,"heptane, 2,2-dimethyl-3-(1-methylethyl)-",2.677,2.196,1.831,1.558,1.347,1.181,1.047,0.936,0.844,0.766,0.698
CCCC(C)C(CCC)C(C)C,4-methyl-5-(1-methylethyl)octane,2.303,1.887,1.573,1.339,1.158,1.016,0.9,0.806,0.727,0.66,0.602
CCCCC(C)(CCC)C(C)C,4-methyl-4-(1-methylethyl)octane,3.035,2.468,2.043,1.728,1.488,1.299,1.148,1.024,0.921,0.834,0.759
CCCC(CC(C)CC)C(C)C,3-methyl-5-(1-methylethyl)octane,2.167,1.783,1.491,1.273,1.104,0.97,0.862,0.773,0.698,0.635,0.58
CCC(CCC(C)C)CC(C)C,"4-ethyl-2,7-dimethyloctane",2.026,1.672,1.403,1.201,1.045,0.921,0.82,0.737,0.667,0.608,0.556
CC(C)CCC(C)CCC(C)C,"2,5,8-trimethylnonane",2.218,1.824,1.526,1.304,1.132,0.997,0.887,0.796,0.72,0.655,0.599
CC(C)C(C)C(C(C)C)C(C)C,"hexane, 2,3,5-trimethyl-4-(1-methylethyl)-",2.369,1.942,1.618,1.375,1.188,1.041,0.922,0.824,0.742,0.673,0.613
CC(C)CC(C(C)C)C(C)(C)C,"2,2,5-trimethyl-3-(1-methylethyl)hexane",2.218,1.838,1.548,1.328,1.157,1.021,0.91,0.818,0.74,0.674,0.617
CCC(C)C(C)CCC(C)(C)C,"2,2,5,6-tetramethyloctane",2.404,1.983,1.662,1.422,1.235,1.087,0.967,0.868,0.785,0.715,0.653
CCCC(C)(C)CCC(C)(C)C,"2,2,5,5-tetramethyloctane",4.216,3.414,2.789,2.313,1.945,1.656,1.427,1.242,1.092,0.969,0.865
CC(C)CCC(C)CC(C)(C)C,"2,2,4,7-tetramethyloctane",2.231,1.847,1.554,1.334,1.163,1.026,0.916,0.824,0.747,0.681,0.624
C[C@@H]([C@H](C)C(C)(C)C)C(C)(C)C,"dl-2,3-di-tert-butylbutane",2.857,2.355,1.97,1.68,1.455,1.276,1.131,1.011,0.911,0.827,0.753
CCC(C)CC(C)CC(C)(C)C,"2,2,4,6-tetramethyloctane",2.243,1.858,1.564,1.342,1.17,1.032,0.921,0.828,0.75,0.684,0.626
CC(CC(C)(C)C)CC(C)(C)C,"2,2,4,6,6-pentamethylheptane",2.513,2.091,1.767,1.521,1.328,1.174,1.048,0.944,0.856,0.781,0.715
CCCC(C)C(C)CC(C)(C)C,"2,2,4,5-tetramethyloctane",2.404,1.983,1.662,1.422,1.235,1.087,0.967,0.868,0.785,0.715,0.653
CCCCC(C)(C)CC(C)(C)C,"2,2,4,4-tetramethyloctance",4.216,3.414,2.789,2.313,1.945,1.656,1.427,1.242,1.092,0.969,0.865
CC(C)CC(C)(C)CC(C)(C)C,"2,2,4,4,6-pentamethylheptane",2.694,2.231,1.876,1.608,1.4,1.233,1.098,0.986,0.892,0.813,0.743
CCCC(C)(CCC)C(C)(C)C,"2,2,3-trimethyl-3-propylhexane",4.51,3.648,2.974,2.461,2.064,1.753,1.506,1.308,1.147,1.016,0.904
CCCC(C)(C(C)C)C(C)(C)C,"2,2,3-trimethyl-3-(1-methylethyl)hexane",3.607,2.945,2.443,2.066,1.776,1.547,1.363,1.212,1.088,0.982,0.892
CC(C)CC(C)CCC(C)(C)C,"2,2,5,7-tetramethyloctane",2.408,1.976,1.651,1.409,1.224,1.078,0.96,0.862,0.78,0.711,0.65
CC(C)CCCC(C)C(C)(C)C,"2,2,3,7-tetramethyloctane",2.482,2.043,1.71,1.46,1.267,1.114,0.99,0.888,0.802,0.73,0.666
CC(CCC(C)(C)C)C(C)(C)C,"2,2,3,6,6-pentamethylheptane",2.704,2.236,1.879,1.609,1.4,1.233,1.097,0.986,0.892,0.812,0.742
CCCC(C)CC(C)C(C)(C)C,"2,2,3,5-tetramethyloctane",2.496,2.056,1.721,1.47,1.275,1.12,0.995,0.892,0.806,0.733,0.669
CC(C)C(C)CC(C)C(C)(C)C,"2,2,3,5,6-pentamethylheptane",2.228,1.84,1.544,1.321,1.148,1.01,0.898,0.806,0.728,0.662,0.605
CCCCC(C)C(C)C(C)(C)C,"2,2,3,4-tetramethyloctane",2.677,2.196,1.831,1.558,1.347,1.181,1.047,0.936,0.844,0.766,0.698
CC(C)CC(C)C(C)C(C)(C)C,"2,2,3,4,6-pentamethylheptane",2.302,1.897,1.589,1.357,1.177,1.034,0.919,0.824,0.744,0.676,0.617
CC(C(C)C(C)(C)C)C(C)(C)C,"2,2,3,4,5,5-hexamethylhexane",2.607,2.152,1.804,1.541,1.336,1.173,1.042,0.933,0.842,0.764,0.697
CCCC(C)(C)C(C)C(C)(C)C,"2,2,3,4,4-pentamethylheptane",3.198,2.624,2.188,1.86,1.606,1.406,1.244,1.111,1.0,0.906,0.825
CCCCCC(C)(C)C(C)(C)C,"2,2,3,3-tetramethyloctane",5.065,4.067,3.296,2.713,2.265,1.916,1.64,1.419,1.24,1.094,0.971
CC(C)CCC(C)(C)C(C)(C)C,"2,2,3,3,6-pentamethylheptane",2.998,2.462,2.055,1.751,1.516,1.33,1.18,1.057,0.953,0.866,0.789
CC(C)(C)CC(C)(C)C(C)(C)C,"2,2,3,3,5,5-hexamethylhexane",4.914,3.976,3.248,2.695,2.268,1.932,1.666,1.451,1.276,1.133,1.011
CCC(C)CCC(C)C(C)(C)C,"2,2,3,6-tetramethyloctane",2.496,2.056,1.721,1.47,1.275,1.12,0.995,0.892,0.806,0.733,0.669
CCC(C)(C)CCCC(C)(C)C,"2,2,6,6-tetramethyloctane",3.899,3.167,2.595,2.159,1.821,1.555,1.343,1.173,1.034,0.919,0.822
CCCCC(C)C(C)CCCC,"decane, 5,6-dimethyl-",2.345,1.913,1.589,1.348,1.165,1.02,0.904,0.809,0.729,0.662,0.603
CC(C)C(C)CCC(C)C(C)C,"2,3,6,7-tetramethyloctane",2.367,1.932,1.606,1.366,1.182,1.037,0.921,0.825,0.746,0.678,0.619
CCCCCC(C)CC(C)(C)C,"2,2,4-trimethylnonane",2.649,2.176,1.819,1.553,1.348,1.186,1.054,0.946,0.856,0.779,0.711
CCC(C)C(C(C)C)C(C)(C)C,"2,2,4-trimethyl-3-(1-methylethyl)hexane",2.434,2.0,1.67,1.422,1.23,1.077,0.954,0.853,0.769,0.697,0.635
